Majority protein IDs,Gene Name,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27
P39076,CCT2,21918.9340949063,20981.1464846761,21175.2008260329,21171.4581181979,23092.6642369143,21301.5533687259,27833.949342623,27555.3223642408,27385.1081940842,28858.2567560571,28016.1611283565,32503.8746122903,18833.6054155896,28391.8987529303,25152.0043561849,28462.0282500166,29379.5494868572,28283.7579158188,27756.3580734053,27689.2948397773,27677.3234729719,29410.8445290392,29313.1272667906,27144.0355006541,26571.1976429751,20755.355819292,33890.4082963437
P39079,CCT6,16078.0442704248,16371.6282419497,15962.4435705183,16569.3030390008,17018.5564616984,16738.1591936927,19827.6130210241,20310.6401009157,19466.8553056812,20873.0249839102,22738.5749762525,24443.8335354496,13901.094750271,19551.7247083247,19213.0468504012,19916.3302469561,20308.2015045548,20459.1033820088,20397.6874367482,20353.2671991101,20356.2661626692,20802.7632942539,20481.628654889,20827.4272409955,18638.9193028965,15111.5566204657,23361.3219100879
P39517,DHH1,7064.24358252452,6367.85775583259,6564.12930691714,5967.52536102491,6957.95221525846,6873.41494392489,8227.37331441473,9077.84059253157,8791.00689981812,9393.32803300873,10652.2968533946,10772.581617895,6722.79502101961,9428.34410003474,8521.21385815969,8918.53418729061,9342.06933721527,9150.9211057724,8771.77708998582,9650.44518721824,9049.28487656926,10373.1432370234,10850.1692221339,10027.8305542103,9849.50062144051,8102.39807967721,12666.8850360573
P40414,TPM2,25761.4763754753,22623.9871536623,27873.6916268304,21663.6451081412,22520.1221838705,22931.7894708157,22674.8872930602,23423.0597884477,24280.3991926863,24452.5131807801,22287.6864448304,25961.1040138956,15240.6044880874,21054.9966651657,21276.8662414776,18440.1758667517,22169.3352281003,19703.3259100302,19392.5834965016,18411.9214928658,20180.0516862145,16602.6464268174,14669.3171097146,15062.3857179698,12449.6812003937,10172.3089851659,14464.7185594703
P40510,SER33,32020.4490154566,30751.3649399444,31674.9075990555,32663.0305551487,32937.3863653308,35560.1116234591,41125.4611061688,41486.8118087974,39343.3982285361,41980.756614504,46282.3931969505,52215.2940251912,28574.6208885674,40775.927460902,41633.3088918017,42456.2347302941,42760.7884952172,45527.8837232515,46765.6660250947,47475.4889724509,49590.1851837703,48308.5478259851,45928.1923582964,46745.7105315381,42648.874659591,34813.5467651701,59616.08665699
P47018,MTC1,4661.13746468943,4359.46207190031,4927.45342543788,4783.53821684882,4873.96186357098,4211.61308820754,6049.43412385851,6585.59950197336,5703.06332004406,6714.61123238784,6876.3717545486,7384.97181905237,3631.26812065064,5400.12562316532,5465.42592578752,4768.36168211239,5515.50386970523,5105.00107473239,4534.77305830561,5230.00571820668,5171.5088033289,4179.09475053424,4950.48857272203,4478.00289970798,3903.04737598756,3336.44634235575,5440.59261488205
P52893,ALT1,14768.7977255605,13391.8729301726,14494.0090784833,12209.6936334269,11339.7461213367,14603.4365052755,15501.3835759587,15092.4418535579,14678.5078467942,15731.0103074403,19562.4082967374,19333.4360701568,11928.9897625538,15630.100319723,16194.6379472963,16657.9116733419,14916.1204096261,14324.7918637624,10415.7325100582,8849.30583200261,11430.8273487736,9199.83551241957,8553.24437785746,7514.14536112318,7414.84933755951,5948.47652449432,8814.81709446058
P53101,STR3,7824.42855844187,7579.34127628255,7814.23936261517,12457.4729546749,12590.8566016872,13131.8695046336,16725.4928667934,17358.2093110854,17182.7813346186,14116.2718733432,14391.59658886,16667.9238077902,7132.02893396176,9498.87147321345,8632.87179571493,6221.41966815436,5512.67628547969,6536.15299334496,5471.09415435733,5019.88490670834,5748.81993257806,5720.26139003401,5555.17623494647,5663.48153025917,6010.69020498189,4095.52858115533,6900.56993309648
P53303,ZPR1,18532.256971668,17682.6074534758,18334.9589035216,16946.3797996276,14471.0512304478,15930.8683425364,12180.9566980157,12580.8792177053,12103.1503769664,12003.6087976042,12680.7629308445,13696.7367785381,7241.65656216315,10224.2209868139,9826.2597124827,10693.4236070307,10442.19016186,10934.3757008962,10757.9738064142,10552.7661958488,11411.2686961531,11678.9080385485,11676.2994892739,11334.4806841766,10974.386808514,9141.42675258807,15269.6968838827
P53881,MRPL22,3710.61036361818,3564.27475228559,3736.46541025262,4645.76611224199,4434.72805244278,4117.59879731674,7479.99225569779,7758.82759284772,7680.81551790258,7935.35526942423,9825.6451027939,9797.22891396432,6153.81324937321,9071.84591916263,7490.21455052032,10170.3360092076,10259.7848255137,10321.0734181605,11790.9016462613,12659.2757391371,11582.524607635,12786.8250847313,12689.7820708311,10886.592157993,11260.0490832203,8697.34444817474,13364.5615279059
Q00055,GPD1,66278.5756693759,66404.7720452617,64796.1174184806,61313.7435525258,58909.9936718331,62281.1561976326,51685.1836769038,52567.7740859222,53502.6525167684,44212.6312113759,42831.5322102273,46328.4999648176,20130.522034576,23603.8939643977,24443.0133781968,15724.0821595653,15081.3713572976,14735.2839431339,12886.1360268328,16222.9785146188,14013.4153284331,18673.0795611574,18327.8993560218,17903.3412209374,16687.1406497313,12842.4059938682,20483.4206667886
Q01939,RPT6,40479.417578384,41353.0870593704,41700.8025531797,39792.7781728505,39990.1205036434,40163.367931913,41382.4614827689,43363.4017830358,41797.4853457053,42426.9988296962,45199.4417538017,48210.8429751568,25918.6452341878,37507.0267781995,34916.4476312699,33883.8038366039,33563.2770944717,34502.227600864,33282.2358811172,33497.5713505897,32978.9109780917,33450.9564391727,33761.0319337125,32226.4014461068,30636.8318246503,24131.4027001753,36316.9993606736
Q04062,RPN9,36418.8002365732,35174.3809051501,34543.7439945076,36016.8454243587,32802.4704397452,35318.1073641542,36175.1194384392,33281.1366815023,31597.2009571155,33480.8369440457,33346.4710705714,37066.4270873041,21348.9536073756,26573.5280659139,26861.7017227521,22062.5693138653,24617.6026332514,25754.7531601569,25997.0694761171,21817.9167795174,24407.281800568,19695.7592478363,21766.2706597871,20132.1899976434,21059.267374052,15625.9570397595,25148.9658088582
Q05567,DPL1,4636.41868327634,4256.13992527642,7012.87796270241,4885.30988767518,5069.19813123718,5868.30036766655,5031.01917106292,6165.0474405153,5099.76517149709,4409.25962886542,5546.79238957688,5973.9807102688,2389.05040581335,4316.06851326453,4743.84934738641,4314.67258917395,4675.01650128567,4248.69516452173,3528.84295883327,3341.40821377238,3934.29334946966,2904.23244379274,2809.76163651113,2709.44303116189,2272.37171365951,2084.7918009719,2998.53698433632
Q12114,CHS5,4409.08147275208,4151.15119954218,4458.2305889298,3772.93269270911,3723.13408522781,4004.78048740231,4295.76304412854,4489.36574352809,4110.51250505709,4281.4931241512,4610.68031453212,4624.17666100845,2676.56346109255,3626.28544503667,3625.96189921124,3736.0911547845,3707.57653138406,3754.4711932478,3554.94480007523,3677.39117491371,3477.98114031747,3467.50028328694,3236.68055378536,3439.56384940835,3191.03748988381,2340.62611082937,3582.5115083321
Q99297,ODC2,5687.44265000934,4729.49258668007,4562.72696764363,9077.26435398618,7962.1528752048,8509.56806955322,11706.8684465565,11166.7956519739,10042.6294788506,11865.5190909211,10529.9342581457,12847.966282288,7021.41041157778,7303.48889185247,8676.31777451327,8241.50891973266,7207.29205557001,9052.21109047974,10383.9616496294,10460.1726805767,9811.05018986146,11989.3168479011,9123.4208190476,11873.2294131667,10051.5655175126,6168.00034547587,15493.3749023511
P00724-2:P00724,SUC2,60369.4410203513,68096.9932760725,69355.2167198936,39282.8272019049,38643.349031497,37241.568852548,19503.4005644353,20872.2626765046,20591.5553711125,19919.8645392846,19286.8498316048,21630.859162112,12350.4992471865,16245.3860401865,15200.0344833286,13202.6752194899,14335.3763261,13071.2110939618,14770.5358858795,11880.0995747914,15235.026059003,12078.9542242916,12089.6745262346,11444.1545739336,11549.5318688184,8504.35751572655,12227.0492076633
P02381,VAR1,1763.54742256439,1980.03997192823,1799.86047980437,2181.89124529552,2198.13638762523,2523.23636088705,3585.00262510531,3931.73402597846,3484.68765718219,4401.22462872395,4556.67370700701,4417.820005513,2344.69687131424,3858.72000431203,3795.44539717447,4339.50933227541,4183.90535445836,4673.581663122,4598.35011231766,5164.37406528978,4824.31562865677,5383.82021626483,5149.17497400483,5768.23447321829,4874.58829574467,3729.19477570211,5723.09163739365
P02992,TUF1,25900.1830223972,24243.216462363,26311.6704882909,32485.0810609987,30866.52838103,33566.6810732004,57020.9078620052,58122.5591868869,54536.0410272424,61799.5167443511,67595.0509591855,71999.1148100352,41964.0623783996,64881.7341715265,60516.7360363697,69520.2852047268,75903.0605611365,75664.2063068221,81114.7313963556,93232.9849826236,81447.9712859946,94638.6607095028,94577.7853726689,90550.22069094,82236.9128493109,65090.4056859041,92311.7959783132
P05626,ATP4,76460.1485258081,73024.1322268705,73775.0282257083,91403.2817191751,89783.866269098,92549.7879181569,122812.572135832,120642.357839556,116434.703683252,124591.0671256,138500.407826838,150114.327062725,91966.2556851218,116327.096673471,119405.611918155,133923.151044806,120793.879531113,142555.535769729,141898.713560785,146398.145697642,138797.52474291,136404.798292508,119200.196928873,130318.776934078,111987.867125316,70614.9964877418,125363.874605559
P07246,ADH3,62377.579579282,62387.6009638867,68909.8137102571,60957.6663697648,63243.9769753834,65058.960487984,66938.0443555351,68472.7711892698,66881.5923721317,73806.084554951,80378.1857463975,86901.0454485547,50810.267521813,77076.8510860712,72941.8908602039,81954.9023765167,85496.8230164792,86062.9109796082,90220.1900107062,93795.360582586,89304.2452574994,92741.8280957457,92326.3607178343,85735.7458262295,77341.3835822703,60551.1238713082,90222.4207806281
P07273,DST1,3258.43901017819,3537.15896636824,3815.72954306528,3895.87317300761,3611.07158884695,3952.4538384148,5507.59437938481,5850.58516111136,5385.47064103467,6138.07227571429,6436.68033684916,7231.69460758312,3988.23871748542,5518.52880206629,5698.63419935187,5692.25938424125,6212.24764079473,5648.7502542646,5683.57040673843,5958.20762585235,6038.72005364968,6183.62733643887,5854.31579289781,6016.5473230492,5638.67108410512,4395.99917045225,6980.18550191346
P09064,SUI3,9380.75682162958,9950.71582154181,10260.7246947738,9482.59417343456,10316.6507547875,11675.5076812735,14149.4333742675,14909.9341258151,14315.0809925533,15150.5814641201,18113.2386997365,18226.3664347884,11019.135842211,17299.1553412934,15007.9153490514,16791.4971842459,18659.4447341934,19007.320627079,18983.104047104,21628.7073861608,20059.3411451483,21074.0277019654,21158.7365174126,20250.5579023465,20422.4227985108,14710.9441219726,24119.9256641769
P0CX30:P0CX29,RPS23B,151952.20377683,152751.811288196,164005.835856424,154302.627197416,158555.248914798,168885.081063253,205493.656989865,210022.835903318,218805.674780848,227579.79990141,248126.670660583,261133.308586978,153728.840733758,224651.390602156,219337.071904048,239388.764807703,241052.766140059,263544.480511914,261002.720680931,287789.534260163,255279.289558824,313937.304399919,303302.261554527,304302.73659276,287958.801226631,237391.006608607,360651.16468483
P0CX52:P0CX51,RPS16B,208193.050761931,206645.921107217,210160.717103449,211092.513969623,220889.521676816,223166.014624822,290150.152690537,289471.767937504,276208.184971589,317642.10251703,347730.874674328,363771.446158394,215006.889686939,323882.187867819,286033.073671173,331822.805595963,345849.880290784,346555.625056564,358700.130298455,390988.53533796,354552.833588842,438938.2756262,429824.280986996,416356.514352381,400894.986714119,331038.966135373,499008.069656467
P10080,SBP1,78171.531005699,82502.8383800947,84052.2215188987,78203.9523175407,75756.0738809699,80342.1544348179,79876.9175182171,77672.4033429279,78218.440824227,76637.0336485724,84151.7288715744,86896.6245158623,49915.70651061,72144.523402859,65865.6088619228,65987.0096795416,68813.3290346212,68966.65043301,66113.1378828639,68418.1580527111,66602.1257894142,67502.8486912448,67693.4476221871,62936.539901717,59670.3723827591,46341.1244575108,65849.9371463219
P10081,TIF1,148041.162173542,147891.234899134,150327.933879165,148729.92703786,153043.910545393,156689.376217089,191552.439656775,210201.483649964,187358.909963419,200703.943246475,232813.012781089,246246.437720897,139639.331690801,207680.007313881,191401.333875169,205375.381113591,214771.693136365,221372.797831764,221772.44862402,236671.737151991,230117.510804877,250481.541840155,250285.645210784,246572.295704925,233684.789414344,186483.519261494,285044.033960339
P10614,ERG11,8542.21117838673,7619.28791457387,8677.07561635405,12195.9381340369,11700.7500045287,12243.8100356396,28474.2466157899,29218.320227173,26501.3780648453,25722.2574706827,33416.9657399235,38616.1224321981,16807.3014535696,20385.3999990025,22287.05758154,16614.550368561,17446.4687374866,18208.6099026233,16753.3459598363,15537.3914918454,17589.5558552542,15451.3558628097,14762.8407022677,13744.701217114,11457.0469282445,11535.1777724031,14027.1005515998
P10662,MRP1,3853.96012270563,3896.59087640783,4349.39348797739,3983.99375363426,4140.6035624984,5007.54004263598,6682.14459705606,7609.1704574365,6337.46368226998,7881.22822426152,9140.51801520274,8655.33550319844,5743.10312463214,9231.87074528083,8240.82123121889,9884.74943854054,10528.1224255242,10339.9379398263,11627.2176709832,13459.9528533122,12365.6396016329,13232.9837338003,12082.2677494839,11975.6353669081,11553.645385187,9391.83484166261,12113.5830916888
P11914,MAS2,6622.1862608051,6562.9665409547,7741.25952398795,6600.82159753847,7153.20151196581,6869.37730320094,10487.3800831159,10843.1102160151,10299.2678497282,11608.0898380431,13467.0924286678,14459.4141761432,8731.84467330795,13538.3483213539,12879.4875246382,14238.8121968697,15433.4052984331,15509.1140894567,17076.9594226732,20867.9662493093,18681.8445237725,22376.4993316617,22623.3368328036,20794.3731018997,19188.4860027736,14438.6595027805,21458.5991983737
P11938,RAP1,2301.53973622404,2008.12218024286,2178.46097441243,2524.99282939175,2504.12226533846,2455.12357554383,3602.02228372592,3663.34751870999,3596.95282484319,3705.74475086374,4373.09253001402,4608.47325344806,2714.09876747393,3709.55106780235,3851.20743919997,3650.77450979031,3798.88348733645,3848.03006044381,3406.2051445699,3666.87561846951,3125.47310411606,4320.64993588022,3774.89480983554,3863.95045868657,3742.46292476018,2874.83188338796,4088.28253831373
P15303,SEC23,9229.3138863809,10061.5528159753,9920.84867523134,9794.56062185629,9342.84833755527,9514.53635200997,11519.0830357639,12134.1568867506,11419.179678226,11762.4189337213,13532.3811125126,15112.8307753143,7674.17393178439,10766.7042339732,13086.7842816287,10491.3936319024,10992.7830218657,11759.2047154827,11242.9246272059,11791.1056177587,11077.4729246205,11744.0484315398,10943.3752405624,10724.6501826196,9434.22198541051,8561.00084199496,12277.2281345368
P18899,DDR48,24175.242580469,26718.8674007562,25275.3957793356,28085.8710921831,28697.6251272809,29792.5666834445,23592.3389058278,24529.8607673712,24441.6768747911,18748.0315318111,18956.8321882099,19092.6644869359,8146.49357038322,9249.76251017649,10665.1042915153,4168.36335612314,4388.38923198387,4077.39771766776,3515.13139557398,3993.92259850348,3315.0046764664,3904.74928184039,4204.74178513459,3935.46204776354,3496.39570909597,2717.56704523095,4135.16995538134
P21182,SPE2,2339.83215064212,2168.0827198067,2382.13907048004,2207.48374232282,2240.91081863754,2098.52000924736,3387.12694280412,3158.15284733751,2922.0487243782,3671.40802815006,4646.07730492151,3828.6659975725,2432.51724468491,3212.38158773624,3552.54800557017,3531.99164270146,3566.80622271764,4040.1404895819,4072.31971935439,3888.92815455157,4206.59839065265,3728.01413040538,3518.61913077754,3799.61213037756,3449.42756938353,2411.83814288552,4881.55633301585
P21965,MCK1,15731.1691200994,15915.8729062267,17424.6259038939,15875.5280335261,17371.426527141,15735.6476422213,18674.0770137407,20936.5142107945,18469.8993958701,20305.0035778085,23385.8619540276,23948.1464450716,13125.1051068169,19824.9632252476,18393.4755717589,19288.1055297896,19898.867702643,17787.0415408608,17944.3262399567,17831.5115097279,17692.7698274544,17685.9664332639,16990.9766327088,15315.4204278214,14131.7261550495,11578.2317471197,16211.2242654618
P22203,VMA4,49633.5659169981,54396.167278974,52653.278110592,50445.5891458507,53138.2352217044,55850.2961661098,66857.2179841346,68102.77390642,68229.5606289139,73392.8256354622,77945.7055738802,77308.9910735488,46364.1865544208,67262.6524730554,59701.4465469353,65140.9714614589,68994.3687960895,65485.0955620511,62297.1609399533,69657.5517128735,65029.7043466067,76614.4283282904,73554.7876498724,71943.0561182018,70149.7754598814,56911.2140268464,88403.5523618867
P27614,CPS1,20577.8776440264,19038.9580056242,19791.7986179745,17808.4082492577,16240.4264564274,16599.6938094354,18033.4748069691,17582.919786963,16011.2462650453,17819.2606778137,18720.9001230816,19458.1761914997,10667.1470401605,13419.1415124485,15471.4519160907,14404.9081226483,13361.7376253779,13744.883067631,11170.1423897611,9214.36393549346,11071.8971641749,8653.51041085599,8140.08543879878,9244.3614348622,6930.57531881695,5255.60640063854,8890.26044605541
P28834,IDH1,55923.8290804817,55623.1386254429,58501.3961157203,60212.6985119553,67694.123324619,68319.2695659984,97297.8338676334,102246.696950134,98286.7587309672,116275.548529733,128365.273968829,134400.886804579,87425.8998410099,135944.686310532,131545.499331006,157500.328462361,168931.72950379,171522.061714013,202492.955870704,242409.945034174,203717.602689534,224319.945555738,220652.352983188,208750.125423009,176996.76582949,130926.70111407,169105.689775064
P32179,MET22,16941.03024484,16830.516697114,17387.3758509143,18589.5593914533,19733.5619940394,20665.0591416221,24767.4965249225,24981.9883150899,23899.5613670126,24316.5240502624,26633.7929565833,29999.6550720026,15165.669680623,19843.5934614048,19932.425320817,19589.8135019309,19444.3989422837,19127.7975556296,19413.8214864931,19818.6327419905,19547.9287531853,23149.6986333997,23013.8265987427,23183.3710858754,22696.8425637197,17912.5758783824,30304.2790997688
P32368,SAC1,3470.99056643999,3432.1672646159,3570.27150036122,3923.82551120152,3685.74253488872,3930.66338697882,4892.3172368816,5170.21935841922,4720.82932752959,4632.3309276187,6098.16853104507,6909.74329557167,3518.35248569318,4683.03497019499,4753.08969281911,4611.70613061386,5305.6183079551,5377.59143758749,4703.42302862306,5166.19046392555,5037.77138236053,4990.02383215685,5111.45723727709,4576.18879371426,4231.78502844865,3897.49458302317,5235.4195148075
P32419,MDH3,57574.0424315455,53962.157101902,57589.1834006976,49839.1332553059,53745.9293656501,51719.5059270238,50695.2879953933,52649.3475452686,48346.8633944349,52038.0388511352,53813.1812170265,56437.9093689248,34082.4657801615,48572.4627239869,46945.0571661232,43784.3048686149,47392.8112867794,45443.1430389995,41465.465193807,39171.5239686739,39566.3787974777,33740.3350815441,33479.4051843153,31257.7756152577,26929.3467029024,19416.3898737572,27859.2791902674
P32468,CDC12,9813.19291157722,10803.0849864044,11383.8979630381,11044.7179504134,10300.7663645408,11002.7551641866,13226.2587093635,14132.7287544196,13043.2853188905,14875.331669608,15762.0663116583,15885.0234287307,8974.30414372871,12849.6176485183,12299.7138456877,12305.1589302592,13218.0432918602,13408.7650610777,12559.9541140817,10863.3216261255,11766.6451340947,10772.8251980879,10545.7575132588,10398.1151539278,9174.61226138272,7381.50420461604,11223.3753647381
P32795,YME1,2069.76775700275,2028.05500201002,2374.54575456925,2300.51685180975,2662.22323620523,2206.12704634022,3323.21939069679,3616.93446327724,3049.40977805031,2543.22875510917,4497.36617887509,4650.38465914638,2774.56757201363,3909.38954244578,4291.8093994177,4504.11399159562,4767.54826875861,4821.67551520205,4636.03739562292,5562.53224350023,5078.20071355718,5586.2042012916,5485.24555094544,5275.00144104052,4626.15036443158,3777.99368384782,5951.31084680784
P38071,ETR1,70807.1710140035,74843.8012255716,75028.1498141066,71203.4941276383,67217.3565964226,72913.5037708718,52686.054625447,55998.2155597197,52538.6222894224,45713.4300115179,43992.2711360824,47186.9226106248,21935.6712995104,28822.6689151273,26214.7691816626,21351.9049501066,22669.5569177256,20305.819919389,15110.1467952897,12362.821357704,15187.3933838759,9570.94269191007,9258.46444184967,7589.02613207602,6689.15727055973,6552.71476926037,6327.86447439667
P38627,URA8,8269.00625218886,7262.17209771661,7658.58114009003,6743.04204197672,4886.41264097098,7836.81478332796,5801.46021386491,5500.79535504532,6347.38218889978,4836.61734841269,4525.84237205493,6385.07461993173,3004.68627691096,4451.37774757426,4320.7780553056,3620.82132590748,3088.73637960556,4224.64466748332,4078.76896966936,3984.1683515693,3814.43958221946,3280.96297980595,3808.00996736468,3227.92358214642,2754.96332092803,2420.33160365176,3121.04911228034
P38789,SSF1,2620.13458150902,2601.04224795545,3502.14057265463,3647.90609245571,3502.19051421615,3426.2950073478,4574.57867075341,4822.69240224796,4840.54830909329,5503.81293368413,5597.80103499085,6321.98663821798,3743.45377207419,4701.43796303745,4608.03353958161,5365.5118885577,5710.93891380065,5424.95162861399,5158.56041958598,5680.20153121174,5964.01183123351,6226.80650008702,4857.03175729903,6742.24670766103,5947.50371149818,3598.98914551542,7359.05453678544
P40157,VID27,1602.49231184056,1669.85692323401,1825.57479327909,1768.05192851923,1271.09715717948,1571.63045342289,1190.60420894345,1773.54826135027,1461.90641683685,1667.62436406736,1482.90046144878,2630.38642822136,1090.30088986466,1436.86687777386,1559.28569198179,1451.12458078087,1540.33595556031,1849.27401032081,1711.12194026945,1664.92051696904,1768.19255893273,1653.61917706145,1626.16528634208,1478.59141042041,1430.47750002425,1159.20924338907,1714.26795293665
P40217,TIF34,11621.4175197061,11200.9235861495,11758.5363306859,11935.2649053651,11632.2124465448,12293.3137441017,15768.8660646944,16245.475048213,15418.1565906354,17876.3857652861,19310.2340917353,20564.0825507527,12472.8005353352,18045.8098667047,17565.2464241447,18849.6991212853,19819.3273127523,19554.7770116411,20252.3725817644,20354.028386172,21005.6191705041,20721.1247744326,20767.4586228264,20491.3012855934,18809.5318607556,15131.5474245503,23348.7652252015
P40482,SEC24,26446.2694401007,26332.7927732013,26419.8406608529,24936.1503063528,23245.3819559765,24111.9103389419,25449.1861138049,26204.1037973503,25622.4895915871,24773.7256504631,29441.7031736221,30257.0599671275,16521.9045896389,23019.8418403563,23996.4636090323,22401.6141980665,22393.955864307,23892.4213304452,22817.9208433156,23345.7053239754,22097.1297886454,25568.2264259612,24641.0350755311,24050.9356015835,22202.637879777,19231.6021200966,27367.1679738106
P40498,UTP25,1845.12084884301,1795.21116561099,1865.33272068557,1824.08174968612,1754.35754670276,1703.53045219817,2164.1898493364,2252.47595142092,2012.42878748805,2217.08897336374,2637.63959342255,2711.9134753247,1619.97687913489,2214.16887684443,2294.91275410307,2540.82588593451,2483.79663368351,2433.17875120102,2422.68272505755,2295.95158979862,2323.61896854305,2367.65255644979,2503.44109940043,2317.58651673856,2273.42380551542,1848.22427729027,2798.3073626765
P40850,MKT1,5752.78129693265,5838.10164109091,5973.9218482914,6514.78895610141,5930.09024009514,6306.33995436261,8238.10787725909,8299.22482306272,6886.30210291719,8112.17391829316,9898.29858499268,10274.7816021041,5375.71100679461,7606.19738518039,7612.48028620912,6759.48434542719,7907.4905231965,8451.67355434854,7860.39918524704,8935.5924163964,7378.04123459904,8538.33919362613,9208.29500708515,9006.89369181062,6998.98290644989,7292.15713940783,10172.3719763261
P41277,RHR2,28841.4512860442,29941.9306000073,30222.5529247091,28417.3697200766,28181.8787213303,29096.4509181513,30864.1936075792,28248.906698723,29536.895053977,25786.007204134,25858.4398116708,28479.7660199928,13145.6402610149,15300.5613207069,15535.0163799488,12371.0669496527,13191.0267918564,13282.8193216941,10578.6003238736,13905.6994810538,13006.9296880975,16449.9365346524,15525.0110332885,17678.4832906048,18893.4269972752,18772.7441228955,41601.5835894377
P43567,AGX1,18614.4611545231,18962.9270093242,18754.5747544436,26803.402339531,29374.4197271859,28138.6472729524,42326.3992123454,41587.8144187177,39579.8154544223,50502.7673210699,53087.8030223767,58531.6560853692,38137.4136098374,60668.1822626803,57841.4266778061,62538.3004730216,61911.6773816216,61163.401850133,62117.8981550186,67089.001534096,62844.9403767176,45352.6096800616,48119.445820777,40451.985132507,31580.2343039155,20707.8701222984,23659.8284686551
P46681,DLD2,8693.86137782789,7119.47343091698,7932.48125281778,8778.0101401635,8914.04271668794,8520.93600766328,9896.23574012932,10610.5067940098,10323.9666085433,10606.5413486633,11644.030851754,12955.2347954082,8107.21953972343,11478.6925792771,11654.6339624688,11753.2049043358,10788.2098606944,12156.5754680409,12231.1811962859,10003.7087466138,12064.3799469405,9668.3010091828,10803.8914381262,10534.1155288078,9759.84313205876,7280.20503894679,10678.3644503452
P47176,BAT2,18900.1470802178,18473.2243464346,16954.9000744226,18342.3481507351,18133.4169838519,17281.1219001097,20036.314609067,19878.4162396517,17982.2569090656,18426.8993456892,18240.6497677277,24015.2016385938,12730.61711831,20584.0556647565,14588.2397103168,22149.789386625,18470.0613470425,21948.3946251643,17231.1462005011,6701.51348274937,18716.3016467118,4163.1921472142,3702.34678933304,3171.27234749289,2868.59621093419,1584.35417801954,3641.75304455943
P48234,ENP2,704.424470293568,580.285708470865,754.907307805434,614.015518089039,596.883687956589,968.498177415487,882.154455725527,1000.86021529047,875.06306727987,1011.8963702493,1136.22400145837,1161.60779884323,694.455473123952,1067.0011392463,1016.23214682928,982.194335913025,1101.16930626149,1110.67474396375,1140.41725652071,1201.53049868109,1124.37467184555,1240.11018703792,1220.20021274314,1222.5003612558,1313.22706335271,977.743761266475,1526.86772564401
P48360,ARH1,1933.23857342029,1964.9221241331,2095.6633761823,1816.7034557642,1856.74029669642,1876.81515991536,2006.6205829974,1886.63302476484,2102.75504712681,2057.30432370562,2714.49939657909,2735.51001943572,1362.48675587282,2118.18894563038,2012.32596662448,1985.6154018765,1942.06652208537,2298.60191528715,2345.64418803049,2432.56671489313,2102.97085577086,2261.79835098925,2191.24250996413,2047.22043066834,2047.00032988277,1625.80003334447,2401.21656957525
P52488,UBA2,4634.66404100488,3909.58035714678,3923.10019347672,3846.70721821765,3904.45588278131,3573.6189688893,3548.20041574241,4193.58889393222,3488.13146676998,3792.14280134875,4494.79935698685,4432.52498025023,2399.1784253297,3295.70412790658,2994.17737060006,3409.22744101497,3117.44414349877,3010.77842820679,3253.54333567217,3512.40920535109,3135.38828143931,3739.70146122807,3389.48620489114,3143.72376240816,3226.30271576671,2282.75877505035,3697.02465710349
P53292,MRPS35,2112.78327185469,2146.78677248966,2456.30399698026,2709.89387897074,2642.1684817885,2874.39955532353,5135.99388991215,4863.22644003499,4444.51913279462,5352.62866871143,6318.17152038775,6287.34135190025,3668.16685905488,5657.0450981341,5146.56457706563,6213.94734004218,6845.15252394548,6729.78025724074,6988.91409680111,7988.86297955554,6826.938409316,7825.71253889488,7907.02398808738,7110.10923840559,6744.30182919705,5382.94991173122,7438.39482635057
Q02326,RPL6A,48661.8527633363,49278.402087719,51918.4751531807,57303.9331644651,56759.5495704693,58845.36216396,62538.7640721985,74264.1799504603,70544.4670820915,80043.9466697094,92414.5027481532,92960.3107860728,54786.8039975035,82380.1634041686,80403.5011559719,85779.5172515043,91490.7546560501,96711.5770301981,92843.2644956535,100538.399688212,94286.9254750058,108394.210528942,107151.95024067,104778.628829896,99923.0436085627,83291.6769863138,124002.880712265
Q04175,SXM1,1533.50082756088,1404.00559324066,1622.74840101587,1536.30016135336,1498.28677239118,1374.64283936726,1624.5186043222,1708.06667115552,1611.11100870692,1482.71051629769,2116.61628515284,2153.96242039109,1373.73182215813,1408.8826688275,1580.03183079599,1464.63152210303,1507.4568896491,1632.12458269794,1387.98950893273,1694.51964821103,1696.97343308856,1611.25411568777,1767.36854468126,1655.01551074681,1413.066324604,1422.1335936401,1916.8458612876
Q05775,HCR1,27127.6381363274,27338.4846779456,26816.2505776206,22488.1563945566,23159.0377138197,23272.3157331639,27758.0905638801,29566.5593333876,28146.9504431446,28772.9342372441,33399.1991828047,33819.5876924495,19294.5426892643,28771.2928949,26262.923948619,27617.7669275217,29479.6492090552,28179.5690617785,29259.6855253532,31336.7785696165,29269.7873859352,32009.4640669581,31943.3981464156,31680.9646969819,28581.8336831332,23557.6614110809,34946.3828094198
