Majority protein IDs,Gene Name,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27
P11491,PHO8,3489.08031000589,3531.48271564741,3166.65325447077,3039.90504496336,3175.07548487687,3580.27635225782,3087.76832127839,3181.88998245844,2908.33876915736,2681.69119364117,3353.86299620102,3322.48580574627,1808.30774695565,2639.30786703021,2007.51923331327,2057.29132159204,2218.20422818971,2308.46247153799,2181.44897810665,2155.87673028509,2070.09609641814,2020.67487635351,2050.21110519638,2296.40540643418,1855.15154991825,1532.55688355871,2052.21583745376
P11632,NHP6A,12363.8096955166,15561.5170698065,11105.7502901805,12857.9078800708,14149.5131975173,13870.4338177567,18334.127852379,16838.6638870281,15218.9668909992,18796.8590139229,18558.6781474494,19671.3695704257,11567.0474867893,23149.6575297841,16075.4327454141,17038.8672961039,17139.9220429634,14993.3352454629,15415.5299097302,15510.7308444967,15469.6006152598,16521.8698845781,17221.2046423952,14748.449113912,13586.233860739,12050.4201711879,16033.4459127903
P13856,RSR1,7232.09100532113,7172.52445792398,8590.13832415143,7007.5642502735,7954.4489815333,9073.92604163692,9292.32041580486,9189.50714582045,9965.18111002244,11909.3250391597,10926.6656579594,12226.9981717597,5730.83305194897,9173.51864345231,7359.99118276407,7984.63152988366,9092.8054318258,9361.42837625164,8255.48627043672,8552.22104692512,8925.14500475982,8952.32823902468,8959.06633089964,8592.82977103713,8216.76036874307,5985.85455992854,10323.2589120693
P20084,MRPL33,8129.41427146257,9136.29621695301,8099.67679764679,9571.52277164745,9658.38697502478,9964.79730056305,15636.8083405132,18346.2267000037,16100.4340110745,19472.6520996448,22295.5369526134,21423.6957356114,13964.7371492213,21320.9948273534,19859.8155143431,25281.0888051587,25176.1078877872,26471.2817260434,27179.5210057096,30833.8454880596,26773.4499196059,30677.3655527103,31684.4149978123,27578.8284904257,26733.9956043341,22096.6093202059,32469.850238865
P23642,VAN1,1087.21316156452,1049.12679349153,1098.32739954158,1280.18267781927,1037.72885865665,998.473669974158,1210.24800850977,1418.8698262633,1128.57640661119,1047.41919870344,1361.76358641651,1378.03014358614,687.109304074757,942.868928643347,924.732522826635,930.243946584022,880.661197631378,926.364928134147,900.254582165129,978.35633786068,942.771669763408,871.651424756624,927.202147489539,900.099115411828,752.295342418571,715.467770680041,855.746457605246
P25043,PUP1,19619.866750018,20452.8640548841,18834.9910351598,18607.8724612326,20233.9317880631,18565.8664469942,22331.6351242649,20962.4411789175,20847.9412562713,20575.9300121165,22664.061406138,23146.8620945912,12116.9023444935,16902.0465897866,16748.5652257317,15478.1526345269,16345.690000073,15914.1896588286,16031.3285959189,16242.2459065215,16287.6816065656,16481.5198618663,16122.8597899103,15536.1858133486,14843.1075089386,11737.1829567677,18150.2224552462
P25340,ERG4,1053.59071821085,1031.22170869179,1044.53017724392,1924.92168227979,1637.3664129036,1290.6065215629,4452.39383822916,3185.45139808492,2572.58751726589,2913.91746369642,3885.68516178857,3774.35186880271,2667.91279013572,2726.30674911628,2685.26078290332,2287.46290467782,693.525844240734,2514.48496440942,1957.67039030903,2268.03900590511,1851.32058297121,1886.06956095639,1972.25369904227,1443.23249123543,1466.85567881211,1385.51263975527,1701.70594240258
P25372,TRX3,23584.692455575,26250.6112693914,27413.2335307084,23950.2419131312,23605.8827106202,27058.5578758251,21204.2668194566,21530.4769176521,23021.3839166466,19893.6696385662,20756.5595180423,20058.4045227446,9515.16428597139,14299.4079977276,12709.9658917187,10701.1505464701,12079.8044909311,11065.6554934375,8627.47082923389,8796.65942187978,9738.9630534477,7957.49027242697,8116.72775907946,7691.97130950079,6387.1553014827,4978.43414313002,7622.0540990874
P25373,GRX1,41770.4624344488,39097.4198241095,43462.7243211863,40943.773179882,37077.4810917526,43722.6956606475,40522.6621875441,37651.2282419587,39236.4353055503,38723.6640353225,39647.718301165,41457.4783128971,21075.2835645388,29931.2575870831,27199.6426787425,25570.3349892885,27447.2996219866,25611.818732339,25027.5459270532,24433.2806202389,24454.8500266854,22096.2603363279,22469.1730919216,20054.8048225106,19278.8606495433,15675.6995582223,20601.4048174706
P25626,IMG1,4812.86976006003,4975.71383814817,5155.71198123874,4886.95645115644,5782.29228482545,5947.1506627592,10834.5451096003,11274.0870417799,9614.03047088278,12396.5617235091,13296.4829228959,13890.3129701406,7518.80450536175,11933.8821443817,10342.2241832134,12740.4305336032,13540.2957193283,14712.3849376845,13539.279814143,16082.919378519,13084.8219186145,17019.1321038162,15726.4749348799,14997.7352777728,14857.1852478765,12067.5158706403,16924.5380971527
P28707,SBA1,125414.531984097,118743.427463387,115428.294835674,112416.878481071,120335.895327087,118363.028257293,124291.607973507,128703.161983566,128117.674698794,129425.815656478,128471.569230683,137609.762422069,77929.5889621745,106271.090778849,101282.93762478,102931.41674305,108399.642343927,106978.600188719,101138.210646288,103436.790011542,102920.431318332,99925.7188458981,100397.814779057,95342.5864016557,86695.1550038104,68923.975418455,102374.791971669
P30656,PRE2,22028.0796971633,22503.0022206266,22057.497342446,21578.673342168,21504.9975942717,21337.9481106348,24173.9570750464,25159.84711217,23204.113602498,24427.6355493075,24732.4773950913,26417.3724617754,13812.932188471,20156.5865510477,19178.7766724829,19119.1689288309,20239.0446712705,18389.3570419692,18811.401475572,18000.3446960918,18635.2273952025,16732.6859402097,17559.0125554971,16106.6337162838,14999.6190294361,11722.6570205575,17156.9870578088
P30657,PRE4,71757.0853509218,70515.5667303944,80519.2479265882,65132.6600940798,72779.8134425254,66625.6902122211,71722.1788372987,74998.0712909539,77909.2137793872,67730.1505286939,83893.3159974737,78835.5325227158,41735.1962360059,66400.7756237948,61650.7937469103,53661.860741852,61731.9963219775,64222.1268317607,55111.9891158303,58099.6745349602,51588.5670532806,48952.5559335698,54669.8269886193,50517.1834270793,42252.6442356494,35357.4590769983,57099.674173038
P31787,ACB1,27165.5324573178,26400.4848701799,30758.4094847459,27586.1593562278,27657.3411679549,28235.5026424267,28801.53903756,30179.9120894315,30335.2603116282,32699.6683423748,26948.5923627088,35922.291887136,20669.2980347733,26673.5006779725,28199.6777648941,26751.5050686481,18372.0065934937,28093.7878741985,27283.4196152371,26966.60320714,28751.955989749,23015.1767410362,25222.4266826425,24022.9315083399,22236.5926516049,18134.5083411437,25385.989868376
P32458,CDC11,8602.01553507616,9284.79445119872,9621.42682250349,8929.39933432742,8432.46261164286,9927.0203098131,12666.7975793251,13633.9051109169,12800.6362845732,14408.1593936409,13232.463188323,16282.3948150907,9216.20329818369,12658.0217004767,12493.8293204306,12586.6090903761,13221.642203448,13329.7693858522,13294.871142996,13243.2139570928,12926.8415126517,13689.828876574,13826.3222170654,13001.5310608349,12318.8513041192,10277.7987820019,14399.475792011
P32628,RAD23,8253.88601511363,8597.89674863902,8566.76317883608,9275.23026715261,8754.28757831275,8489.59819391356,10924.3707379563,10575.5417471871,12292.3912352247,10637.4742678184,12133.0036014138,12495.4495543087,7143.62162505976,9811.51939282321,12294.8040717312,9877.70112959156,9795.72778030247,9918.69346786941,10207.3072463878,9371.71803631785,9633.43843726366,9524.76439323416,8792.54993397802,8493.49406019966,8582.14436645154,6802.57212656244,10612.5277046184
P32867,SSO1,13449.9919300648,12548.7293215721,12380.5816062124,14216.3249027776,13414.2563680659,12899.1632551433,18816.9679128125,19184.2039127507,18220.4170261899,17138.2845271382,19268.6957645103,26041.9828435477,10131.7593005672,14694.9737487439,15260.2699296205,12366.1146133015,14204.7262313623,15443.3716973239,13056.7520658366,15141.5182801071,13811.3721941604,13486.3763341498,13051.9976459271,13196.7942025639,10976.7669576575,10239.0776214663,12390.1894439235
P32939,YPT7,11645.2954887033,12305.8304887469,12308.4383846169,12360.4610460751,11252.8482079564,10691.9571080671,13150.7672084309,13204.3571658972,13218.4743026502,12825.2702753581,15480.1451168225,16077.3858017024,8420.72070421597,14101.2219418817,12469.4431362085,11439.4304029739,13589.7772110571,12237.9514958582,11363.9101740132,12639.287455073,11617.6527767476,12172.583370157,12115.8743797076,10886.794805642,11070.948258996399,8429.72364624489,11669.7810159434
P33201,MRT4,16715.6873062994,17466.4334404289,17844.9483115318,17503.6694264448,19746.6142373978,19998.0162363587,22290.8322899943,23421.5267830529,22138.3535728337,24486.9674096154,27154.8159893797,27746.6701536383,17255.186050389,24786.599075671,22674.3541787182,24502.3324328585,26317.212849895,24497.3706557314,25953.0118886814,25516.9304502724,26379.9344721999,26076.7483605081,25750.8720780316,25535.1474309315,25184.6008440165,21770.3369815087,33457.0249889692
P33317,DUT1,10061.921523304,10465.498488693,11230.9073940407,11052.2188897159,11023.478493,11079.1506898303,15719.4613506083,18130.8228668483,17738.3939018787,17323.8622868986,22092.290430589,21617.5911120022,13615.0673574608,20761.4266319212,19273.1259825008,20329.0327358587,20660.8933219073,21683.0471579075,19436.5037038229,20642.4038483399,21496.9631725316,19601.180010402,20073.502582091,19538.403233197,17787.429504613,14022.6299260684,20585.8451504894
P35996,MRPL38,5398.00565568354,4478.9783573633,5250.38542738814,5371.71925455279,5321.99176138909,5257.70596079466,9198.31092038891,9004.3075050201,8549.77778568458,9839.58390785844,11712.2164065997,11277.8147208905,7190.5068914678905,11206.7397504126,9470.06445580706,11390.345656291,12113.964846835,12586.1690421421,12047.0365694012,14116.5287648454,13352.3928362214,15170.4179339827,15505.2048193927,14157.3740401768,12741.4900802505,10721.5759267584,15662.1660693709
P36010,YNK1,110505.031046631,112727.8748559,109582.499390567,120811.706219015,124709.554173262,145363.475646024,122129.848621545,116213.094733571,127124.196079077,124097.876999069,125368.410489864,151909.793965336,82990.0498656541,121074.397600031,115494.226176274,123580.253069315,115214.984615225,128099.376283725,141671.563052183,166803.737821341,142160.398042044,133179.049465186,138755.149444199,122437.43599887,99800.1894466604,70614.3644458149,90472.9321834654
P36095,VPS24,2038.26806977236,2347.42516010272,1754.21480077091,2046.48967857501,2374.75416479563,2314.28908009348,3229.24353919918,3244.69051052672,2888.52763878091,3209.03700913006,3577.37072224383,3568.89440223592,1871.79388116035,3072.14253473207,2505.84590470101,3044.74090538263,2902.03129460732,2842.69258889977,2816.83058463014,2899.18138624919,3371.26171980207,2867.24972291276,2873.71377179419,2884.43769017312,2597.72745686162,2096.21992260474,3094.88422656366
P38109,YBR139W,2431.08934395366,2533.16218870631,2604.65321453015,2357.96425645751,2407.84588529422,2196.27838428068,2032.81005500307,2351.88868414831,2346.03313725993,1970.88689719628,2090.9700320436,1993.67730140609,1001.22855347505,1236.55479528578,1080.55858232912,1025.23477984715,1063.1140956874,896.114196037971,884.719903753611,969.181875458822,857.455764651757,966.016087137045,797.488364074587,824.110108984787,862.625468538938,544.541706398526,804.893415129403
P38145,RIB5,12128.3074939088,11550.0120723727,13304.2967893053,14153.3705460756,13863.0915794347,14338.1348786999,20316.8985195388,20564.7867013411,19980.142938439,19351.317938014,18719.0474790022,21335.2748867517,9981.45490792838,12448.7653355881,12650.156201253,8878.44226645162,8801.47190439151,9177.07405642686,8292.28057912462,7618.45940630595,8155.63172415532,8273.51748049328,7975.42545773669,8349.60027734641,7132.03429429502,5920.69866706748,9256.94064545575
P38340,TAE1,3004.32894887711,3047.95110941241,3067.00004478809,2712.64478612883,3349.92097190458,2991.43816275155,3636.74230411667,3042.80179000784,4736.1949814766,4682.5835055385,5748.61443397539,4833.96858664875,2977.74720013776,3901.86447823555,4553.3932238149,4304.2152925101,4889.08058467685,4223.51175586361,3996.84283257878,4576.66968822473,3763.60759455679,4096.3277435413,4122.9340219942,4117.95936446376,3446.70308723746,4227.29028092735,5882.37544873231
P38616,YGP1,78404.3607453195,88492.7330202455,91992.3768538175,123808.604163011,118019.844804539,122794.298088246,123028.268417376,115184.385963445,113636.237290586,76798.4018326939,82965.4165301275,79910.6821676373,18407.0463408033,16053.6607699228,15552.531913131,2512.55189043746,2034.28586389371,3033.26479655395,1961.41372673959,2188.49270948198,3280.91607175923,1868.94461591332,1922.20731191589,1841.47158899579,1529.68505916356,1672.35056485984,3153.58767890433
P38911,FPR3,32816.0010819125,36185.8055956395,39108.7108736464,31348.93020118,29630.4730386852,31831.4661993262,32741.823348703,31732.4427706716,33449.3665728852,34805.5950706768,33661.0838497203,36819.6552251107,21238.1335431309,30798.6469032009,29341.3170263107,30060.1093180938,30179.2266200176,30650.0361125118,30146.9094930797,28581.5217150684,29988.8675342563,28002.6051860461,26569.8868039944,28435.1595059774,25160.1592585091,20110.5897343608,32166.3870646809
P39525,CEM1,2628.06772781818,2898.16067814689,2765.98210375566,2488.8531966243,2487.11584766426,1864.05321224332,2399.94276820185,2684.16814293721,2316.75481993329,2564.80517252261,2939.12422767932,3101.64932691422,1657.21496091165,2207.13471384549,2059.7241829583,1966.69573025831,2113.71081745865,2142.27306180345,1892.03409350974,2038.80629842648,2297.81429394521,2140.27687268253,1970.70862439442,2293.19546844144,2270.459105244,1428.45995371014,2304.02008606756
P39926,SSO2,21416.3206584688,21236.1637884204,22704.4969798471,20621.6925527656,18512.2036237736,20597.733481755,19062.6922655078,19829.1675714728,18205.0392376835,17235.0994575078,20233.9538070835,20973.4499668486,10384.4629631482,13779.2310305861,14607.9620799055,12723.7740678643,14109.5695177631,13589.0621519193,12499.882692012,15100.6326315814,15043.2826105999,13224.2948662473,14100.7798690652,13359.6585402702,10797.5086445641,10074.8155868496,13352.2724667028
P40081,YER134C,4603.6756542722,4777.92438474379,5324.26192833272,5551.73792854666,5419.81048284821,4938.07579253089,7334.511004896,8808.72138107129,8017.41122800743,7376.79773049156,8436.61705426297,8662.68053403677,4861.38903563642,7415.28614195219,7507.01578840308,7417.89877287852,7552.72569601429,7399.5035713492,6788.13493351857,7531.71668973466,7727.85008058109,7367.42459841598,7123.4131863155,7067.77110996513,6239.18448998429,4498.56149740785,7275.28217333638
P40185,MMF1,50289.725867379,46336.4296154093,48575.4246781717,38618.5695257668,43135.9092610925,41141.1551026457,51792.2842144741,54198.9418378837,48763.118461515,52582.3786934234,54667.2471325217,57307.4198682925,29791.0229594079,43739.7315807126,40938.3914002391,42059.7239647245,43360.9208404481,43582.4978099033,41088.212097232,47714.1846450021,40265.0374057618,55849.0915133525,56089.4206380489,55255.6857094331,54253.5159256143,41947.6191407863,63922.9693120335
P40471,AYR1,11572.2499395512,9046.08533889734,10661.750120051,9100.50977334776,7132.10972602577,8762.10453463483,7011.92510264189,6236.1834262775,6759.32802511456,6142.034944916,5250.87744825609,6419.11901125545,3228.27491547445,3316.1321995256,3656.88127632051,2982.66310242852,2688.438145729,3138.11230855384,2487.79257258757,1797.53076513328,2167.44051989879,2327.53324033329,1521.56735559302,1531.0529181592,1357.62766686585,939.825878848391,1401.69367094105
P40515,FIS1,10436.5536758149,11002.3970968394,10911.4818293942,8862.39915113375,10385.0731283384,10988.1018897237,10176.671528651,11277.4474261678,11057.3631071501,12254.5625269795,12682.9418630892,12828.3606789695,7538.4479439413,11008.1902502624,12134.7069187056,10788.3497400563,11709.7963823134,10845.4190530838,12325.8921160796,12635.7463364094,11666.4333172911,11788.5815699383,11072.1162736863,11398.985878167,9456.85155729121,7278.15008291181,10219.8550700856
P40956,GTS1,2312.5810321649,2389.15740496292,2254.3450790434,2269.37238355065,2259.49682032957,2335.09999153335,2485.9221640101,2088.44276350907,2618.65492192259,2767.87839247692,2910.70463253991,2970.46477143634,1839.01178778302,2450.45952607814,1991.97154824445,2623.39111389045,2734.79357673109,2789.05352569358,2762.94312973871,3155.41139269708,2380.59415991861,2984.24361132906,2898.27709312134,2234.32684349718,2001.09441195546,1777.19569805973,2566.65434330293
P41734,IAH1,7238.22705805649,7495.66799474305,7113.51643635696,6216.8675719772,6210.27202292146,6314.56875154673,6817.59722478931,6988.83230732934,6277.23430343134,6799.33764366433,7563.27801885335,7838.86799020038,4491.57639619774,6425.67537408732,5564.16107607334,5968.42141453872,5992.27205861223,5736.42583589946,5250.49216324424,5018.70894991135,5208.37642572688,4554.77702040418,4914.83724766711,4038.96921590427,3956.3067417902,2953.31518005296,4167.14999806055
P46959,GCD14,927.068029731393,1009.27072652107,983.905815772303,1034.31028073298,960.90976443441,943.062446313257,1270.04605784498,1322.09051549363,1167.45844431937,1460.77696037557,1756.3141990892,1633.16507492394,924.862241014355,1474.66282551602,1290.65822292682,1255.17851878199,1487.37886190826,1352.07239942495,1285.90181151031,1390.29650906281,1162.12923546269,1352.85834059079,1406.14382135851,1304.32028308786,1371.80027295958,1040.3289766953,1711.53603355885
P47019,ALB1,1664.41052639977,1869.49839509614,1646.40540061629,1944.03251086115,2036.72189980474,1698.77094704197,2956.99392301537,3666.79888385441,2679.85895641006,4030.93087213366,4350.77327046177,4527.88415496468,2973.95942273341,4536.04431618635,4196.8611259979,5100.1301670558,5638.04357658697,5168.77306486817,5577.41075799774,5887.50457713756,5341.77765760074,6069.56489849929,6403.25037204141,6039.45927021359,5543.58766298488,4535.24261504594,7056.13978996454
P47122,NPA3,4253.06041847583,4061.20934495406,4114.11720963967,3985.69404173822,4253.7438809831,3866.48117006722,5028.1733343423,5661.44207686924,4588.734701634,5439.0661790835,6631.01872124543,7348.02419681894,4099.74243415779,6255.18511995479,4954.58261082036,5764.87876059105,6150.42302162946,5922.23237496961,5817.47706109068,6081.98908120857,5872.95804793248,6209.5003560009,6058.18685130266,5732.74885777647,5490.58266062238,4196.98467161766,6928.51029257176
P47133,EMC2,3498.58148476815,3118.10860051301,3351.42322476969,3574.60733435675,3645.82002388414,3156.63208919992,3992.85473737503,4434.17511413518,3736.03956544525,3487.30223699782,3811.69369960262,4981.95752748551,2575.56267432942,3190.58021195022,3922.36897405673,3082.18939419877,3248.73049792508,3442.12633391198,3105.34157325323,2514.60217530102,3385.47263000428,2519.92945053133,2714.05225438158,2818.77689388303,2230.43798651407,1777.73757403732,2881.29789389992
P50108,MNN10,714.669714058857,683.33946617566,767.274109344966,942.103722892598,865.673602408425,858.6909462726,1045.71734024312,1129.27704232723,1171.62248736965,890.656192163355,1153.17599730748,1127.03522930008,656.144616119406,821.087045513821,829.426558214463,762.872733448871,961.122867530504,1063.67336313534,883.361868404811,931.977170780847,988.241474636773,942.388409042158,1078.74706423615,1138.70184857744,828.857122897279,716.178339308054,1057.37046390871
P50861,RIB4,28990.6619169969,29986.1664586819,30432.2618355635,28617.8652822814,31106.1346308885,29319.3817205032,32542.4536181631,33348.2713695227,32129.029173903,34274.3263753782,33986.8539747061,34996.4552435319,20790.7113962073,29496.7066110608,29315.529724337,27227.6215311505,28141.1389639345,29243.1266806877,26650.6418126878,26536.6888597605,26862.2683671918,24752.7699330587,24989.7742319529,23465.3000835073,22800.2530952429,15854.9997073816,22868.3024609673
P53200,EFM5,6969.70341003705,6846.52627537886,7816.15303655848,7393.36424317088,8068.54031840154,7326.2929247315,9050.73933043072,9712.11143255777,9539.25025288813,11010.5685555222,5816.05109944023,11483.8960026828,6734.90597459443,10310.6884578114,10295.1706445567,9262.59055214269,10099.8718330111,9384.7561156077,9430.14049996471,9778.96896764017,9684.78691202525,9274.52531592056,10208.3599996487,9520.30942251829,9003.40626633013,6845.17288690087,10125.4833152376
P53212,YGR021W,1195.98590836668,1219.3971680876,1157.77806003013,1079.89907771867,1090.84811831184,1115.97032470005,1581.41480250425,1442.77091671502,1499.80872341715,1908.30730189027,1878.76304212316,2065.38027356631,1190.69179248225,1899.80863429443,1793.62791805383,1916.1403762603,2074.05075600744,2308.27727928715,2438.53058340551,3558.08536183454,2561.06010288573,3653.97817900321,3654.46708117019,3607.73105317545,3397.16745202356,2445.30091814505,3487.17187228812
P53299,TIM13,13508.1486154385,14149.3202928378,14403.5590968197,14442.0088934097,12885.7750262603,15302.5910095493,15532.9745818878,17069.52599366,15844.7874881959,18671.2300526903,17035.1164727369,18371.6312041394,12759.8786581604,18364.2545892643,15226.951826239,18707.9803146659,19169.3679887532,19947.7862958125,19512.6554794824,19226.8648274959,19255.7489401731,18052.1374378715,18380.8286901815,16058.5980682761,15575.9574796002,11862.8385881689,16406.6985145744
P53724,MRPL50,2898.31299342823,2878.84259694268,2959.25972396393,3082.68352058804,3367.19562125311,4050.75853654092,5730.30329754741,5772.43396876233,4824.64640254955,6918.97321497951,7271.6925315059,8201.18235081738,4136.30862036367,6266.57852117554,6477.43591326808,7209.98189163393,7526.4136406895,7012.38155179913,8543.30105192872,9216.57246460333,8211.28816407719,9832.82334658329,9763.99982169189,9295.96231024713,8396.82160556071,7046.88108207615,10095.7884856986
P53732,MRPS12,2901.4314009701,2523.63332001358,1346.17919467133,2225.21791686127,2841.81631001356,2909.89812439084,4515.59898923941,4955.34820057732,4898.72046386067,5739.96437227688,6179.52316868186,5711.40778332286,3479.32843418551,5565.59696550926,5905.43009069013,6307.57966088764,6955.20421920281,6426.82057076892,6858.01754636844,8230.34501151592,7252.6619152484,8243.71035982856,8825.9100351159,7021.3828697239,7156.6399524623,5550.10072713277,7609.31122882006
P53875,MRPL19,4503.21220771147,3528.60791490662,3468.7531350792,4124.2715342915,3514.20740112113,3655.51339816804,5588.37001266567,5891.61630471622,5392.58752618082,6944.45083615536,6978.47491037916,7342.26220924309,4517.74050157875,6829.28231472584,6745.34882820662,8164.55025579878,8434.13540797664,7309.29971825187,8666.34235580804,11017.6290022967,9142.45628975865,11160.9103125479,10901.1710148628,9422.65778255269,9623.36848401369,7563.82785559597,9979.55429319935
Q00245,RHO3,8972.03509297186,8639.20872589515,8477.87177575527,7130.65387568077,7280.02602162756,6870.52145036074,8349.83259587618,7972.52141874683,8079.67761099621,8714.46511923653,9417.34966627921,11014.9729201095,6001.66773026134,8793.53819620808,8483.25267328555,9236.97369614685,9251.79158479008,9371.67077240756,9097.03935177635,9699.33120732621,9365.96201569964,9756.10981328659,8228.5984974866,8753.62759680846,9011.93873724585,6600.74988106167,10442.2451682978
Q02642,EGD1,56876.4622897169,60827.440283741,64994.4363016247,60612.7525610479,60194.0658609849,60465.7245454791,73015.953046662,76587.7446525453,73312.1417378872,76694.8083690379,84479.1098754649,88889.2308205619,52875.6099080565,76385.9661171947,73524.4614777864,77960.6496484234,77246.262778917,82087.6546252125,78371.4993634262,80577.6282293519,82932.8966817006,81690.421075913,81230.7982317766,76338.1324874491,69998.7089430587,56195.4833150474,83410.7797316196
Q03048,COF1,134554.136384005,138476.103260643,141187.609816389,135307.77498258,131853.344514172,128544.445693124,137929.174339251,141916.809439513,141619.203412833,141019.259440909,142364.38798805,149468.547090801,86783.1153353525,116662.323849687,108336.994415096,112575.73625893,116751.736530285,113929.686572474,111230.189083838,117222.964042448,115183.612211936,114407.339284902,114105.916224619,110982.71382242,100344.858437896,76536.2523414678,109169.585432813
Q03713,RCF1,18323.9919551846,20998.8082235451,16106.3725036821,17711.3745576464,17176.1397883993,16884.2919300443,18042.2315555695,16268.3583806939,18028.0419428084,16298.4337229326,26371.4546343698,20069.5542244168,11318.4834068265,14876.4493568485,14913.5751363086,17320.3829694806,16244.2014046691,19283.590091108,19191.2222093767,19495.4704868701,18155.6056592541,15645.4774198188,18495.8080897472,16741.1139102662,14494.6878695008,10465.9129289101,12420.1529476665
Q04031,RRP17,1241.49092537481,1301.48976906558,1289.59486142507,1184.34314164959,1214.09183122724,1208.46620837939,1299.15108715236,1401.77333241684,1330.884641878,1437.61514810616,1651.01429755375,1625.97119100819,1006.80718707867,1396.68015349826,1329.26237557559,1446.91851771123,1523.81911646712,1596.87252623553,1548.02872885539,1606.87093425488,1626.49000362988,1642.08269353443,1529.34759526312,1630.01620252515,1502.14297097078,1164.95355265763,1710.41948355618
Q05359,ERP1,16647.6763183306,16845.028667142,17811.3916613667,17542.5409104094,16297.2044021935,19056.3091076854,20722.1411079191,20845.5254297582,21548.7353290627,17661.7942236763,21403.2516479299,27882.539350516,15478.5912733992,16196.5991094668,19650.9658602869,15542.1284094313,16421.3977653095,19626.5310530533,16044.670393364,13603.5435216933,15958.7140830749,14804.8081754881,14041.0306248278,14378.1345097073,11361.5645148106,10975.0557220707,21448.4738285106
Q05926,GRX8,14190.3190512166,13928.5593140058,14689.4958947126,14292.7592582263,15192.8302357298,15568.398608414,16044.1197832771,17287.6323906369,16482.3419331194,20444.0436552686,22289.1480978003,23105.0196102541,15044.570929372,24857.2478484405,24520.3407283048,29263.336554443,31327.8597147212,30456.5693493245,35179.4804391958,40550.3731121846,35563.0183013838,48645.5183423862,44721.1340411724,47351.4729795948,43053.6216973017,31308.6715719813,48619.9582540728
Q06090,MRPL51,5494.62447573636,5148.99636394103,9705.61546830457,5591.7850977916,5886.78067198149,5428.92361125479,11064.8445761447,10205.3763473296,7967.55301683218,11657.428602576,12913.5473385812,13348.2408722638,7107.33806163652,10553.0946241436,10315.8999969371,12357.3943172975,15379.2018400005,12164.0479100541,12888.1884506293,15533.8431704807,13678.4448619447,15503.8043778128,16277.6565346724,15538.6893480363,13048.0490595638,13453.4612504712,15091.2880211352
Q07451,YET3,17616.7781103739,16439.1369574445,15907.3499709202,15493.4138064471,14106.4245927697,12581.7100411483,13355.6948057772,14640.908677905,13570.8139768038,10794.0174375026,14337.141250285,13412.5680621008,6534.13798596563,7584.64554077712,7951.89192133718,7034.17025918397,6840.5281379257,7220.50202969977,6239.0410391868,5317.22393435585,5655.7914448272,4787.11137378435,4739.97183124527,4020.56830810359,3565.81291015991,3701.44806602779,4083.51762505567
Q07915,RLP24,6656.43147624168,7845.87425632334,7170.06461835279,7748.00825052973,8355.33181339678,8174.15677097916,11908.8957076716,11037.0106666818,11196.2330302507,11884.039852664,12639.2192504504,14197.5165706471,8853.6672690803,14501.2127018616,12025.8050804206,15256.3697461397,14706.8474924531,15608.4790741759,15069.6920025454,15730.6049555063,16850.876672834,18374.4040896414,17430.8625611004,16430.3449958939,16395.5245290915,14359.446024081,22329.7565898895
Q08601,MCA1,10685.3204664983,9943.68528212464,10001.4730663476,10590.5597172644,9731.51154898721,10485.1122831548,14875.4808570871,12850.4196256504,12407.7267203738,14431.1436200539,17042.5698055584,16481.8075241246,9367.6899555813,12995.8813972347,12331.9069499808,12794.4484095313,13571.4229158784,12320.751677794,12030.6252082178,12470.7747867572,12381.964282697,14622.0357370117,13127.7048561143,12335.2615965651,13210.7098118617,9514.51778727669,14796.5879537985
Q12233,ATP20,38040.2414177177,35389.3546912247,34006.7404483586,44334.1152615207,41700.9183147574,41411.7381465736,56202.0422909603,55853.4816094635,56266.480400608,66646.6301324097,71124.2822079629,73233.9199318645,48276.0923924577,67718.4838305978,64926.1937334357,70855.389917694,68158.6017257416,75228.8490104421,77828.1308030856,82230.3397603308,77470.7550987133,76745.6443751697,77085.0076172493,73392.5503409676,63588.1071235942,46548.1254141195,63446.379691735
Q12402,YOP1,13558.2578566306,12390.403733819,13135.1656708044,17024.8540418529,13412.28593107,14529.9210512204,19836.7536670112,18059.5009018558,17367.10688615,16741.7075547919,18282.2606225226,19877.579764977,10183.1116959883,11524.6190005082,11611.35470837,10959.2860101083,10298.4716957945,10628.0719271983,10162.5419543684,9280.2029716666,8383.21975183252,10467.8787716312,9382.24334646424,8536.12231346815,7799.36098810841,7216.0798868302,9634.01122144755
Q12515,PAR32,7770.39982274225,7286.44094227276,7454.02499243895,6510.52708240233,7067.86711184447,6887.38571281979,8145.19774069987,8545.28671491628,8183.67434361562,8676.77066692913,9257.8978593275,9729.45497618175,5221.31883438617,7850.72849937802,6406.31666024025,7196.43512377558,7780.76455068863,7544.51294287582,7443.27044939792,8297.24286245109,7926.58647273085,7329.22857569559,8329.89403742764,7939.08837466352,7275.00330331553,5899.82095740682,8379.95169398975
